Match_Type,God_Name,Kills,Deaths,Assists,Item1,Item2,Item3,Item4,Item5,Item6,Class,Health,Mana,Speed,Physical_Protection,Magical_Protection
Joust,Ix_Chel,2,4,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,9,4,6,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Ix_Chel,2,5,3,,,,,,,Mage,0.0,0.7,0.10000000000000003,0.35714285714285715,0.5
Joust,Erlang_Shen,2,6,0,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Erlang_Shen,4,5,0,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Erlang_Shen,3,2,8,,,,,,,Warrior,0.5714285714285714,0.4714285714285714,0.7000000000000001,0.6904761904761905,0.75
Joust,Medusa,0,13,3,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Joust,Hades,6,3,5,,,,,,,Mage,0.5,0.6,0.30000000000000004,0.7380952380952381,0.5
Joust,Neith,1,3,1,,,,,,,Hunter,0.37244897959183676,0.5,0.30000000000000004,0.35714285714285715,0.5
Conquest,Susano,6,10,3,,,,,,,Assassin,0.2142857142857143,0.48571428571428577,0.5,0.5,0.5
Conquest,Serqet,1,11,6,,,,,,,Assassin,0.0,0.5285714285714286,0.5,0.5,0.5
Conquest,Ymir,0,0,0,,,,,,,Guardian,0.75,0.41428571428571426,0.5,1.0,1.0
Conquest,Medusa,0,4,2,,,,,,,Hunter,0.4642857142857143,0.4714285714285714,0.30000000000000004,0.35714285714285715,0.5
Arena,Ravana,4,9,9,,,,,,,Assassin,0.0,0.5,0.5,0.40476190476190477,0.5
Joust,Ravana,1,6,0,,,,,,,Assassin,0.0,0.5,0.5,0.40476190476190477,0.5
Joust,Hachiman,4,7,5,,,,,,,Hunter,0.3571428571428571,0.5,0.30000000000000004,0.2619047619047619,0.5
Joust,Ares,3,3,14,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Joust,Ares,1,1,3,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Joust,Zeus,10,4,5,,,,,,,Mage,0.0,0.5428571428571428,0.10000000000000003,0.07142857142857145,0.5
Conquest,Arachne,13,6,2,,,,,,,Assassin,0.2857142857142857,0.44285714285714284,0.7000000000000001,0.40476190476190477,0.5
Conquest,Ares,1,3,23,,,,,,,Guardian,0.5714285714285714,0.41428571428571426,0.30000000000000004,0.8809523809523809,1.0
Conquest,Arachne,4,8,1,,,,,,,Assassin,0.2857142857142857,0.44285714285714284,0.7000000000000001,0.40476190476190477,0.5
Slash,Achilles,4,6,9,,,,,,,Warrior,0.5,0.4285714285714286,0.5,0.6904761904761905,0.75
Joust,Ra,3,5,3,,,,,,,Mage,0.0,0.5714285714285714,0.10000000000000003,0.2142857142857143,0.5
Joust,Ah_Muzen_Cab,0,3,2,,,,,,,Hunter,0.3214285714285714,0.5,0.30000000000000004,0.35714285714285715,0.5
Joust,Ah_Muzen_Cab,0,7,0,,,,,,,Hunter,0.3214285714285714,0.5,0.30000000000000004,0.35714285714285715,0.5
